Date,Close,High,Low,Open,Volume,date,sentiment,return_1d,return_5d,target_up,sentiment_lag1,sentiment_roll3
2023-01-03,108.0999984741211,118.80000305175781,104.63999938964844,118.47000122070312,231402800,2023-01-03,-0.1027,-0.12242248574195735,-0.12220871185775162,1,0.0,-0.03423333333333333
2023-01-04,113.63999938964844,114.58999633789062,107.5199966430664,109.11000061035156,180389000,2023-01-04,0.0,0.05124885285593783,0.04161320787373102,0,-0.1027,-0.03423333333333333
2023-01-05,110.33999633789062,111.75,107.16000366210938,110.51000213623047,157986300,2023-01-05,-0.296,-0.029039097760312105,-0.021027440030460753,1,0.0,-0.1329
2023-01-06,113.05999755859376,114.38999938964844,101.80999755859375,103.0,220911100,2023-01-06,0.6124,0.024651090365942707,-0.07190939220304926,1,-0.296,0.1054666666666667
